1.930000000000000071e+01,2.130000000000000071e+01,2.280000000000000071e+01,6.384000000000000341e+00,3.533999999999999808e+00
1.819999999999999929e+01,2.000000000000000000e+01,2.100000000000000000e+01,5.081999999999999851e+00,2.771999999999999797e+00
3.400000000000000000e+01,3.650000000000000000e+01,3.900000000000000000e+01,1.088100000000000023e+01,6.863999999999999879e+00
2.869999999999999929e+01,3.100000000000000000e+01,3.620000000000000284e+01,1.437139999999999951e+01,4.814600000000000435e+00
3.050000000000000000e+01,3.279999999999999716e+01,3.400000000000000000e+01,1.002999999999999936e+01,6.017999999999999794e+00
2.119999999999999929e+01,2.300000000000000000e+01,2.580000000000000071e+01,1.034580000000000055e+01,3.663600000000000190e+00
4.110000000000000142e+01,4.400000000000000000e+01,4.660000000000000142e+01,1.248879999999999946e+01,7.595799999999999663e+00
3.270000000000000284e+01,3.600000000000000000e+01,4.150000000000000000e+01,1.651699999999999946e+01,5.851499999999999702e+00
1.080000000000000071e+01,1.130000000000000071e+01,1.259999999999999964e+01,1.978199999999999958e+00,1.285199999999999898e+00
3.979999999999999716e+01,4.300000000000000000e+01,4.520000000000000284e+01,1.193280000000000030e+01,7.277199999999999669e+00
1.910000000000000142e+01,2.080000000000000071e+01,2.310000000000000142e+01,6.167699999999999960e+00,3.395700000000000163e+00
2.650000000000000000e+01,2.900000000000000000e+01,3.400000000000000000e+01,1.244400000000000084e+01,5.134000000000000341e+00
4.000000000000000000e+01,4.250000000000000000e+01,4.550000000000000000e+01,7.280000000000000249e+00,4.322499999999999787e+00
3.620000000000000284e+01,3.950000000000000000e+01,4.529999999999999716e+01,1.875420000000000087e+01,6.749699999999999811e+00
4.829999999999999716e+01,5.170000000000000284e+01,5.510000000000000142e+01,8.926199999999999690e+00,6.171199999999999797e+00
2.539999999999999858e+01,2.750000000000000000e+01,2.889999999999999858e+01,7.282799999999999940e+00,4.566200000000000259e+00
1.900000000000000000e+01,2.069999999999999929e+01,2.319999999999999929e+01,9.396000000000000796e+00,3.410400000000000098e+00
2.839999999999999858e+01,3.100000000000000000e+01,3.620000000000000284e+01,1.426280000000000037e+01,5.104199999999999626e+00
2.069999999999999929e+01,2.269999999999999929e+01,2.419999999999999929e+01,5.953199999999999825e+00,3.629999999999999893e+00
3.479999999999999716e+01,3.729999999999999716e+01,3.979999999999999716e+01,6.288400000000000212e+00,4.019800000000000040e+00
2.319999999999999929e+01,2.539999999999999858e+01,3.000000000000000000e+01,1.151999999999999957e+01,4.019999999999999574e+00
3.650000000000000000e+01,3.900000000000000000e+01,4.139999999999999858e+01,1.113659999999999961e+01,6.003000000000000114e+00
1.750000000000000000e+01,1.900000000000000000e+01,2.130000000000000071e+01,8.392200000000000770e+00,2.918099999999999916e+00
2.050000000000000000e+01,2.200000000000000000e+01,2.430000000000000071e+01,6.633899999999999686e+00,3.547800000000000065e+00
1.900000000000000000e+01,2.100000000000000000e+01,2.250000000000000000e+01,5.692499999999999893e+00,3.667499999999999982e+00
3.279999999999999716e+01,3.600000000000000000e+01,4.160000000000000142e+01,1.688960000000000150e+01,6.198400000000000354e+00
1.900000000000000000e+01,2.050000000000000000e+01,2.280000000000000071e+01,6.475200000000000067e+00,3.351599999999999913e+00
3.250000000000000000e+01,3.500000000000000000e+01,3.729999999999999716e+01,1.148840000000000039e+01,7.795700000000000074e+00
3.180000000000000071e+01,3.500000000000000000e+01,4.089999999999999858e+01,1.635999999999999943e+01,6.053200000000000358e+00
3.180000000000000071e+01,3.500000000000000000e+01,4.060000000000000142e+01,1.546860000000000035e+01,6.130600000000000271e+00
3.460000000000000142e+01,3.700000000000000000e+01,3.929999999999999716e+01,1.057169999999999987e+01,6.366600000000000037e+00
1.719999999999999929e+01,1.900000000000000000e+01,2.019999999999999929e+01,5.635799999999999699e+00,3.050199999999999800e+00
1.860000000000000142e+01,2.000000000000000000e+01,2.219999999999999929e+01,6.216000000000000192e+00,3.574199999999999822e+00
5.600000000000000000e+01,6.000000000000000000e+01,6.400000000000000000e+01,9.599999999999999645e+00,6.144000000000000128e+00
2.539999999999999858e+01,2.750000000000000000e+01,2.889999999999999858e+01,7.051599999999999646e+00,4.334999999999999964e+00
1.150000000000000000e+01,1.219999999999999929e+01,1.340000000000000036e+01,2.090399999999999814e+00,1.393599999999999950e+00
3.600000000000000000e+01,3.850000000000000000e+01,4.100000000000000000e+01,6.395999999999999908e+00,3.976999999999999869e+00
2.110000000000000142e+01,2.250000000000000000e+01,2.500000000000000000e+01,6.400000000000000355e+00,3.799999999999999822e+00
3.689999999999999858e+01,4.000000000000000000e+01,4.229999999999999716e+01,1.192859999999999943e+01,7.106399999999999828e+00
1.350000000000000000e+01,1.469999999999999929e+01,1.650000000000000000e+01,6.847500000000000142e+00,2.326499999999999790e+00
1.250000000000000000e+01,1.369999999999999929e+01,1.469999999999999929e+01,3.528000000000000025e+00,1.999200000000000088e+00
3.739999999999999858e+01,4.100000000000000000e+01,4.589999999999999858e+01,1.863540000000000063e+01,6.747300000000000075e+00
2.780000000000000071e+01,3.000000000000000000e+01,3.160000000000000142e+01,7.615599999999999703e+00,4.771600000000000286e+00
1.040000000000000036e+01,1.100000000000000000e+01,1.200000000000000000e+01,2.196000000000000174e+00,1.379999999999999893e+00
3.900000000000000000e+01,4.200000000000000000e+01,4.460000000000000142e+01,1.280020000000000024e+01,6.868400000000000283e+00
1.430000000000000071e+01,1.550000000000000000e+01,1.739999999999999858e+01,6.577200000000000379e+00,2.314200000000000035e+00
1.319999999999999929e+01,1.430000000000000071e+01,1.519999999999999929e+01,2.872799999999999798e+00,2.067200000000000149e+00
2.200000000000000000e+01,2.400000000000000000e+01,2.550000000000000000e+01,6.375000000000000000e+00,3.825000000000000178e+00
2.350000000000000000e+01,2.560000000000000142e+01,2.700000000000000000e+01,6.560999999999999943e+00,4.238999999999999879e+00
2.500000000000000000e+01,2.700000000000000000e+01,3.060000000000000142e+01,8.567999999999999616e+00,4.773600000000000065e+00
2.680000000000000071e+01,2.969999999999999929e+01,3.470000000000000284e+01,1.360239999999999938e+01,4.927399999999999558e+00
3.450000000000000000e+01,3.700000000000000000e+01,3.939999999999999858e+01,1.083500000000000085e+01,6.264599999999999724e+00
3.710000000000000142e+01,4.000000000000000000e+01,4.250000000000000000e+01,1.113499999999999979e+01,6.629999999999999893e+00
2.200000000000000000e+01,2.339999999999999858e+01,2.669999999999999929e+01,6.915300000000000225e+00,3.631200000000000205e+00
1.290000000000000036e+01,1.409999999999999964e+01,1.619999999999999929e+01,4.147199999999999775e+00,2.267999999999999794e+00
1.780000000000000071e+01,1.960000000000000142e+01,2.080000000000000071e+01,5.137599999999999945e+00,3.036799999999999944e+00
1.619999999999999929e+01,1.800000000000000000e+01,1.919999999999999929e+01,5.222400000000000375e+00,3.321600000000000108e+00
