x1,x2,output
-1.8035714285714286,-1.5357142857142858,-9122.449897793576
1.7678571428571428,-1.75,2081.2219009965465
1.25,-0.5714285714285716,1370.578117260746
-0.5357142857142858,1.75,4227.040786733926
0.4285714285714284,-1.4107142857142856,-446.374977308711
-0.4821428571428572,1.839285714285714,5283.327236001743
-1.8392857142857144,-1.0714285714285716,-5488.154085453597
-1.2857142857142858,-1.4821428571428572,-3275.226719121592
1.1607142857142856,-0.875,872.9986071681201
-0.7857142857142858,1.2321428571428568,1024.7426584290256
-0.9642857142857144,1.714285714285714,3466.0922834096905
-1.4285714285714286,1.0714285714285712,181.85759434856112
-0.3392857142857144,1.0,673.9087846558444
1.4821428571428568,0.3035714285714284,4491.879872169816
-0.125,1.589285714285714,3386.016222045402
0.08928571428571397,1.7857142857142856,6026.216872502271
1.3035714285714284,-0.9107142857142858,1321.3502214039145
-1.6607142857142858,-1.4464285714285716,-6170.24736913952
-1.0,-0.2321428571428572,-48.86490390812344
-0.2142857142857144,-1.6428571428571428,-1474.5702669589468
1.5357142857142856,-0.07142857142857162,3990.5617425551454
-1.1607142857142858,1.6785714285714284,3077.630024112375
-1.3571428571428572,0.2321428571428572,-339.46591262748194
0.19642857142857117,1.3571428571428568,2441.621630013223
-0.642857142857143,1.2857142857142856,1286.981671165385
-0.1785714285714286,-0.3571428571428572,89.11094915490304
0.9107142857142856,-0.1071428571428572,748.4685191876257
1.3571428571428568,0.4107142857142856,3646.0234179438066
0.07142857142857117,0.05357142857142838,191.21306175527647
1.8035714285714284,-1.0535714285714286,4832.847538880319
1.4285714285714284,-1.9285714285714286,-1120.98364300897
1.6785714285714284,-0.9285714285714286,3756.077612864007
0.5,-0.3035714285714286,205.5511354270896
-1.9464285714285714,1.8214285714285712,2507.2082324086164
1.714285714285714,0.5535714285714284,8977.297122453492
1.964285714285714,-0.8035714285714286,7862.739332454418
-0.4642857142857144,0.08928571428571397,147.30197792695134
-1.6428571428571428,-0.892857142857143,-2749.1030033385455
1.875,0.46428571428571397,11713.651019364172
-1.25,1.9107142857142856,5270.833859788555
1.6428571428571428,0.5714285714285712,7841.30636397548
-0.4464285714285716,-1.0357142857142858,-135.87013379984123
1.5,0.839285714285714,7401.878582150043
-0.8035714285714286,1.1607142857142856,847.785288705531
1.8928571428571428,1.1428571428571428,20099.017423507346
-1.5535714285714286,1.5714285714285712,1814.2606074815506
1.0714285714285712,-1.1607142857142858,412.64823859306495
-1.9642857142857142,0.1428571428571428,-3357.6237133839813
0.6428571428571428,1.1964285714285712,2755.1792066604808
-1.8214285714285714,-0.9464285714285714,-4622.663396714178
-1.1785714285714286,1.3928571428571428,1411.17761366299
-1.9285714285714286,-0.767857142857143,-5157.64231616129
1.9107142857142856,-0.5892857142857144,7620.501930245026
0.75,0.9107142857142856,1894.1984178615946
0.8571428571428568,1.8035714285714284,11288.557997199423
-1.1071428571428572,-1.7321428571428572,-4381.073014286259
-1.5714285714285714,-0.6607142857142858,-1763.1305104795354
1.0535714285714284,0.9821428571428568,3677.9877486929213
1.7321428571428568,1.9821428571428568,38175.68750606152
0.3035714285714284,-1.625,-1064.1027140301474
0.17857142857142838,-1.3035714285714286,-327.0644817191156
-0.3035714285714286,0.1071428571428572,124.57239197687848
-1.1428571428571428,-1.8035714285714286,-5365.4919156436135
0.1428571428571428,0.5357142857142856,362.52136701479975
-0.892857142857143,-1.9464285714285714,-5729.034991420126
-1.0714285714285716,-1.5535714285714286,-2733.048311546644
0.8035714285714284,-0.6071428571428572,349.1230093644347
-1.125,1.089285714285714,568.3956177902654
-1.3214285714285716,-1.6607142857142858,-5023.196874797238
0.6071428571428572,-1.3571428571428572,-312.2995287538474
0.625,-1.2321428571428572,-103.1004581196186
-1.7678571428571428,1.3214285714285712,-48.457659455871394
-0.75,-1.5,-1508.739423287397
-0.5714285714285716,0.8035714285714284,357.109060967123
0.714285714285714,-0.75,231.57252896144453
-0.9821428571428572,-0.8392857142857144,-278.6369145718796
1.6607142857142856,-0.9642857142857144,3532.737754669134
1.8571428571428568,-0.3214285714285716,7502.106241888073
0.03571428571428559,-1.0178571428571428,-66.57006571482623
1.1071428571428568,0.017857142857142794,1422.5008932074338
0.21428571428571397,0.07142857142857117,206.24660959131893
1.375,1.964285714285714,24959.928409366436
-1.75,-0.6785714285714286,-2983.4247558048864
-1.4642857142857144,1.4821428571428568,1493.165953638569
-0.2321428571428572,-1.8214285714285714,-2568.1675929359735
1.4107142857142856,-0.375,2436.2468695949137
-0.6964285714285714,-1.2857142857142858,-690.7925279914953
0.3571428571428572,0.8571428571428568,954.0288967062054
0.7678571428571428,0.9285714285714284,1996.0135811124069
-0.767857142857143,-1.875,-4318.028365221205
0.017857142857142794,0.875,691.1001711016264
-1.5,-0.267857142857143,-947.9976663947926
-1.1964285714285716,1.6428571428571428,2724.0093717616755
0.2678571428571428,-1.3392857142857144,-328.1199668787133
1.2321428571428568,-1.9642857142857142,-2018.0783729986204
1.5535714285714284,0.7678571428571428,7684.6171124540615
-0.3214285714285716,0.75,386.6956459382959
2.0,-1.8571428571428572,4043.1581188852174
-0.6785714285714286,1.4464285714285712,1892.7709081624946
0.4107142857142856,1.6607142857142856,5706.127657788376
